enabled,slug,category,title,author,reference,url
1,men_protoierey_aleksandr_navstrechu_hristu_sbornik_statey,sermons,Навстречу Христу. Сборник статей,Мень протоиерей Александр,Православная литература (RoyalLib),https://royallib.com/get/txt/men_protoierey_aleksandr/navstrechu_hristu_sbornik_statey.zip
1,men_protoierey_aleksandr_o_provedenii_velikogo_posta,sermons,О проведении Великого поста,Мень протоиерей Александр,Православная литература (RoyalLib),https://royallib.com/get/txt/men_protoierey_aleksandr/o_provedenii_velikogo_posta.zip
1,men_protoierey_aleksandr_tainstvo_slovo_i_obraz,sermons,"Таинство, слово и образ",Мень протоиерей Александр,Православная литература (RoyalLib),https://royallib.com/get/txt/men_protoierey_aleksandr/tainstvo_slovo_i_obraz.zip
1,mitropolit_belgorodskiy_i_starooskolskiy_ioann_popov_nebo_nashey_gizni_bog_chelovek_tserkov,sermons,"Небо нашей жизни. Бог, человек, церковь",Митрополит Белгородский и Старооскольский Иоанн (Попов),Православная литература (RoyalLib),https://royallib.com/get/txt/mitropolit_belgorodskiy_i_starooskolskiy_ioann_popov/nebo_nashey_gizni_bog_chelovek_tserkov.zip
1,mitropolit_veniamin_fedchenkov_bogi_lyudi_moi_duhovnie_vstrechi,sermons,Божьи люди. Мои духовные встречи.,Митрополит Вениамин (Федченков),Православная литература (RoyalLib),https://royallib.com/get/txt/mitropolit_veniamin_fedchenkov/bogi_lyudi_moi_duhovnie_vstrechi.zip
1,mitropolit_ioann_snichev_kak_podgotovitsya_i_provesti_velikiy_post__kak_git_v_sovremennom_bezduhovnom_mire,sermons,Как подготовиться и провести Великий Пост — Как жить в современном бездуховном мире,Митрополит Иоанн (Снычев),Православная литература (RoyalLib),https://royallib.com/get/txt/mitropolit_ioann_snichev/kak_podgotovitsya_i_provesti_velikiy_post__kak_git_v_sovremennom_bezduhovnom_mire.zip
1,mitropolit_moskovskiy_filaret_pravoslavniy_katehizis,sermons,Православный Катехизис,"Митрополит Московский Филарет,",Православная литература (RoyalLib),https://royallib.com/get/txt/mitropolit_moskovskiy_filaret/pravoslavniy_katehizis.zip
1,mitropolit_nikopolskiy_meletiy_pechat_antihrista_v_pravoslavnom_predanii,sermons,Печать антихриста в Православном Предании,Митрополит Никопольский Мелетий,Православная литература (RoyalLib),https://royallib.com/get/txt/mitropolit_nikopolskiy_meletiy/pechat_antihrista_v_pravoslavnom_predanii.zip
1,mokievskiy_protoierey_aleksey_nezavershennaya_liturgiya,sermons,Незавершенная Литургия,Мокиевский протоиерей Алексей,Православная литература (RoyalLib),https://royallib.com/get/txt/mokievskiy_protoierey_aleksey/nezavershennaya_liturgiya.zip
1,morozov_igumen_nektariy_odinochestvo_puti_preodoleniya_v_tserkvi_seme_i_obshchestve,sermons,"Одиночество. Пути преодоления: в Церкви, семье и обществе",Морозов игумен Нектарий,Православная литература (RoyalLib),https://royallib.com/get/txt/morozov_igumen_nektariy/odinochestvo_puti_preodoleniya_v_tserkvi_seme_i_obshchestve.zip
1,morozov_igumen_nektariy_pouchenie_o_chtenii_duhovnih_knig,sermons,Поучение о чтении духовных книг,Морозов игумен Нектарий,Православная литература (RoyalLib),https://royallib.com/get/txt/morozov_igumen_nektariy/pouchenie_o_chtenii_duhovnih_knig.zip
1,morozov_igumen_nektariy_tainstvo_ispovedi_kak_nauchitsya_kayatsya_i_perestat_pryatatsya_ot_boga,sermons,Таинство Исповеди. Как научиться каяться и перестать прятаться от Бога,Морозов игумен Нектарий,Православная литература (RoyalLib),https://royallib.com/get/txt/morozov_igumen_nektariy/tainstvo_ispovedi_kak_nauchitsya_kayatsya_i_perestat_pryatatsya_ot_boga.zip
1,nikonvorobyov_igumen_nam_ostavleno_pokayanie_pisma_,sermons,Нам оставлено покаяние. Письма,Никон(Воробьёв) Игумен,Православная литература (RoyalLib),https://royallib.com/get/txt/nikonvorobyov_igumen/nam_ostavleno_pokayanie_pisma_.zip
1,nikonvorobyov_igumen_propovedi,sermons,Проповеди,Никон(Воробьёв) Игумен,Православная литература (RoyalLib),https://royallib.com/get/txt/nikonvorobyov_igumen/propovedi.zip
1,optinskiy_varsonofiy_besedi_startsa_s_duhovnimi_chadami_1907_1913_gg,sermons,Беседы старца с духовными чадами (1907-1913 гг.),Оптинский Варсонофий,Православная литература (RoyalLib),https://royallib.com/get/txt/optinskiy_varsonofiy/besedi_startsa_s_duhovnimi_chadami_1907_1913_gg.zip
1,optinskiy_varsonofiy_duhovnoe_nasledie,sermons,Духовное наследие,Оптинский Варсонофий,Православная литература (RoyalLib),https://royallib.com/get/txt/optinskiy_varsonofiy/duhovnoe_nasledie.zip
1,optinskiy_makariy_dushepoleznie_poucheniya,sermons,Душеполезные поучения,Оптинский Макарий,Православная литература (RoyalLib),https://royallib.com/get/txt/optinskiy_makariy/dushepoleznie_poucheniya.zip
1,optinskiy_prepodobniy_poucheniya_prepodobnogo_amvrosiya_optinskogo_suprugam_i_roditelyam,sermons,Поучения преподобного Амвросия Оптинского супругам и родителям,Оптинский Преподобный,Православная литература (RoyalLib),https://royallib.com/get/txt/optinskiy_prepodobniy/poucheniya_prepodobnogo_amvrosiya_optinskogo_suprugam_i_roditelyam.zip
1,optinskiy_prepodobniy_makariy_predosteregenie_chitayushchim_duhovnie_otecheskie_knigi_i_gelayushchim_prohodit_umnuyu_iisusovu_molitvu,sermons,Предостережение читающим духовные отеческие книги и желающим проходить умную Иисусову молитву,Оптинский Преподобный Макарий,Православная литература (RoyalLib),https://royallib.com/get/txt/optinskiy_prepodobniy_makariy/predosteregenie_chitayushchim_duhovnie_otecheskie_knigi_i_gelayushchim_prohodit_umnuyu_iisusovu_molitvu.zip
1,orehanov_protoierey_georgiy_russkaya_pravoslavnaya_tserkov_i_l_n_tolstoy_konflikt_glazami_sovremennikov,sermons,Русская Православная Церковь и Л. Н. Толстой. Конфликт глазами современников,Ореханов Протоиерей Георгий,Православная литература (RoyalLib),https://royallib.com/get/txt/orehanov_protoierey_georgiy/russkaya_pravoslavnaya_tserkov_i_l_n_tolstoy_konflikt_glazami_sovremennikov.zip
1,palama_svt_grigoriy_dva_apodikticheskih_slova_ob_ishogdenii_svyatogo_duha__protiv_vekka,sermons,ДВА АПОДИКТИЧЕСКИХ СЛОВА ОБ ИСХОЖДЕНИИ СВЯТОГО ДУХА * ПРОТИВ ВЕККА,Палама Свт. Григорий,Православная литература (RoyalLib),https://royallib.com/get/txt/palama_svt_grigoriy/dva_apodikticheskih_slova_ob_ishogdenii_svyatogo_duha__protiv_vekka.zip
1,palama_svt_grigoriy_slovo_na_gitie_prp_petra_afonskogo,sermons,Слово на житие прп. Петра Афонского,Палама Свт. Григорий,Православная литература (RoyalLib),https://royallib.com/get/txt/palama_svt_grigoriy/slovo_na_gitie_prp_petra_afonskogo.zip
1,pervozvanskiy_protoierey_maksim_mugskoy_razgovor_mesto_mugchini_v_mire_hristianskiy_vzglyad,sermons,Мужской разговор. Место мужчины в мире. Христианский взгляд,Первозванский Протоиерей Максим,Православная литература (RoyalLib),https://royallib.com/get/txt/pervozvanskiy_protoierey_maksim/mugskoy_razgovor_mesto_mugchini_v_mire_hristianskiy_vzglyad.zip
1,pogodin_arhimandrit_amvrosiy_svyatoy_mark_efesskiy_i_florentiyskaya_uniya,sermons,Святой Марк Эфесский и Флорентийская Уния,Погодин Архимандрит Амвросий,Православная литература (RoyalLib),https://royallib.com/get/txt/pogodin_arhimandrit_amvrosiy/svyatoy_mark_efesskiy_i_florentiyskaya_uniya.zip
1,prep_maksim_ispovednik_tvoreniya_prepodobnogo_maksima_ispovednika_kniga_i_bogoslovskie_i_asketicheskie_traktati,sermons,Творения преподобного Максима Исповедника. Книга I. Богословские и аскетические трактаты,Преп. Максим Исповедник,Православная литература (RoyalLib),https://royallib.com/get/txt/prep_maksim_ispovednik/tvoreniya_prepodobnogo_maksima_ispovednika_kniga_i_bogoslovskie_i_asketicheskie_traktati.zip
1,prep_maksim_ispovednik_tvoreniya_prepodobnogo_maksima_ispovednika_kniga_ii_voprosootveti_k_falassiyu,sermons,Творения преподобного Максима Исповедника. Книга II. Вопросоответы к Фалассию,Преп. Максим Исповедник,Православная литература (RoyalLib),https://royallib.com/get/txt/prep_maksim_ispovednik/tvoreniya_prepodobnogo_maksima_ispovednika_kniga_ii_voprosootveti_k_falassiyu.zip
1,prepodobniy_nikodim_svyatogorets_nevidimaya_bran_prepodobniy_nikodim_svyatogorets,sermons,Невидимая брань (Преподобный Никодим Святогорец),Преподобный Никодим Святогорец,Православная литература (RoyalLib),https://royallib.com/get/txt/prepodobniy_nikodim_svyatogorets/nevidimaya_bran_prepodobniy_nikodim_svyatogorets.zip
1,rostovskiy_svt_dimitriy_izbrannie_gitiya_svyatih_iiiix_vv,sermons,Избранные жития святых III-IX вв.,Ростовский Свт. Димитрий,Православная литература (RoyalLib),https://royallib.com/get/txt/rostovskiy_svt_dimitriy/izbrannie_gitiya_svyatih_iiiix_vv.zip
1,savva_shiigumen_polnoe_sobranie_propovedey_i_poucheniy,sermons,Полное собрание проповедей и поучений,Савва Схиигумен,Православная литература (RoyalLib),https://royallib.com/get/txt/savva_shiigumen/polnoe_sobranie_propovedey_i_poucheniy.zip
1,saharov_arhimandrit_sofroniy_saharov_molitvennoe_prinoshenie_startsa_sofroniya,sermons,Молитвенное приношение старца Софрония,Сахаров Архимандрит Софроний (Сахаров),Православная литература (RoyalLib),https://royallib.com/get/txt/saharov_arhimandrit_sofroniy_saharov/molitvennoe_prinoshenie_startsa_sofroniya.zip
1,saharov_arhimandrit_sofroniy_saharov_pravoslavie___svidetelstvo_istini_iz_pisem_k_d_balfuru,sermons,Православие - свидетельство истины (из писем к Д. Бальфуру),Сахаров Архимандрит Софроний (Сахаров),Православная литература (RoyalLib),https://royallib.com/get/txt/saharov_arhimandrit_sofroniy_saharov/pravoslavie___svidetelstvo_istini_iz_pisem_k_d_balfuru.zip
1,svyateyshiy_patriarh_moskovskiy_i_vseya_rusi_kirill_slovo_predstoyatelya_20092011_sobranie_trudov_seriya_1_tom_1,sermons,Слово Предстоятеля (2009-2011). Собрание трудов. Серия 1. Том 1,Святейший Патриарх Московский и всея Руси Кирилл,Православная литература (RoyalLib),https://royallib.com/get/txt/svyateyshiy_patriarh_moskovskiy_i_vseya_rusi_kirill/slovo_predstoyatelya_20092011_sobranie_trudov_seriya_1_tom_1.zip
1,svyatogorets_kniga_dushepolezneyshaya_o_neprestannom_prichashchenii_svyatih_hristovih_tain,sermons,Книга душеполезнейшая о непрестанном причащении Святых Христовых Таин,Святогорец,Православная литература (RoyalLib),https://royallib.com/get/txt/svyatogorets/kniga_dushepolezneyshaya_o_neprestannom_prichashchenii_svyatih_hristovih_tain.zip
1,svyatogorets_nikodim_poucheniya,sermons,Поучения,Святогорец Никодим,Православная литература (RoyalLib),https://royallib.com/get/txt/svyatogorets_nikodim/poucheniya.zip
1,svyatogorets_nikodim_slovo_o_pokayanii,sermons,Слово о покаянии,Святогорец Никодим,Православная литература (RoyalLib),https://royallib.com/get/txt/svyatogorets_nikodim/slovo_o_pokayanii.zip
1,svyatogorets_paisiy_alfavit_duhovniy_startsa_paisiya_svyatogortsa,sermons,Алфавит духовный старца Паисия Святогорца,Святогорец Паисий,Православная литература (RoyalLib),https://royallib.com/get/txt/svyatogorets_paisiy/alfavit_duhovniy_startsa_paisiya_svyatogortsa.zip
1,svyatogorets_paisiy_o_molitve,sermons,О молитве,Святогорец Паисий,Православная литература (RoyalLib),https://royallib.com/get/txt/svyatogorets_paisiy/o_molitve.zip
1,svyatogorets_paisiy_o_seme_hristianskoy,sermons,О семье христианской,Святогорец Паисий,Православная литература (RoyalLib),https://royallib.com/get/txt/svyatogorets_paisiy/o_seme_hristianskoy.zip
1,svyatogorets_paisiy_paisiy_svyatogorets_o_smerti_i_budushchey_gizni,sermons,Паисий Святогорец О смерти и будущей жизни,Святогорец Паисий,Православная литература (RoyalLib),https://royallib.com/get/txt/svyatogorets_paisiy/paisiy_svyatogorets_o_smerti_i_budushchey_gizni.zip
1,svyatogorets_paisiy_svyatoy_arseniy_kappadokiyskiy,sermons,Святой Арсений Каппадокийский,Святогорец Паисий,Православная литература (RoyalLib),https://royallib.com/get/txt/svyatogorets_paisiy/svyatoy_arseniy_kappadokiyskiy.zip
1,svyatogorets_paisiy_slova_II_duhovnoe_probugdenie,sermons,Слова II. Духовное пробуждение,Святогорец Паисий,Православная литература (RoyalLib),https://royallib.com/get/txt/svyatogorets_paisiy/slova_II_duhovnoe_probugdenie.zip
1,svyatogorets_paisiy_slova_III_duhovnaya_borba,sermons,Слова III. Духовная борьба,Святогорец Паисий,Православная литература (RoyalLib),https://royallib.com/get/txt/svyatogorets_paisiy/slova_III_duhovnaya_borba.zip
1,svyatogorets_paisiy_tom_2_slova_duhovnoe_probugdenie,sermons,Том 2 Слова. Духовное пробуждение,Святогорец Паисий,Православная литература (RoyalLib),https://royallib.com/get/txt/svyatogorets_paisiy/tom_2_slova_duhovnoe_probugdenie.zip
1,svyatogorets_paisiy_tom_3_duhovnaya_borba,sermons,Том 3 Духовная борьба,Святогорец Паисий,Православная литература (RoyalLib),https://royallib.com/get/txt/svyatogorets_paisiy/tom_3_duhovnaya_borba.zip
1,svyatogorets_prepodobniy_paisiy_za_vsyo_blagodarite_soveti_i_misli_svyatih_ottsov_i_sovremennih_grecheskih_propovednikov,sermons,За всё благодарите. Советы и мысли святых отцов и современных греческих проповедников,Святогорец Преподобный Паисий,Православная литература (RoyalLib),https://royallib.com/get/txt/svyatogorets_prepodobniy_paisiy/za_vsyo_blagodarite_soveti_i_misli_svyatih_ottsov_i_sovremennih_grecheskih_propovednikov.zip
1,svyatogorets_starets_duhovnaya_borba,sermons,Духовная борьба,Святогорец Старец,Православная литература (RoyalLib),https://royallib.com/get/txt/svyatogorets_starets/duhovnaya_borba.zip
1,serbskiy_velimirovich_svyatitel_nikolay_vera_svyatih_perviy_bogiy_zakon_desyat_zapovedey_dannih_moiseyu,sermons,"Вера Святых. Первый Божий Закон. Десять Заповедей, данных Моисею",Сербский (Велимирович) Святитель Николай,Православная литература (RoyalLib),https://royallib.com/get/txt/serbskiy_velimirovich_svyatitel_nikolay/vera_svyatih_perviy_bogiy_zakon_desyat_zapovedey_dannih_moiseyu.zip
1,sergiy_stragorodskiy_arhimandrit_pravoslavnoe_uchenie_o_spasenii,sermons,Православное учение о спасении.,Сергий (Страгородский) Архимандрит,Православная литература (RoyalLib),https://royallib.com/get/txt/sergiy_stragorodskiy_arhimandrit/pravoslavnoe_uchenie_o_spasenii.zip
1,sirin_prepodobniy_azbuka_duhovnaya,sermons,Азбука духовная,Сирин Преподобный,Православная литература (RoyalLib),https://royallib.com/get/txt/sirin_prepodobniy/azbuka_duhovnaya.zip
1,smirnov_protoierey_dimitriy_propovedi_1,sermons,Проповеди 1,Смирнов протоиерей Димитрий,Православная литература (RoyalLib),https://royallib.com/get/txt/smirnov_protoierey_dimitriy/propovedi_1.zip
1,smirnov_protoierey_dimitriy_propovedi_2,sermons,Проповеди 2,Смирнов протоиерей Димитрий,Православная литература (RoyalLib),https://royallib.com/get/txt/smirnov_protoierey_dimitriy/propovedi_2.zip
1,smirnov_protoierey_dimitriy_propovedi_3,sermons,Проповеди 3,Смирнов протоиерей Димитрий,Православная литература (RoyalLib),https://royallib.com/get/txt/smirnov_protoierey_dimitriy/propovedi_3.zip
1,starets_paisiy_svyatogorets_slova_tom_ii_duhovnoe_probugdenie,sermons,Слова. Том II. Духовное пробуждение,Старец Паисий Святогорец,Православная литература (RoyalLib),https://royallib.com/get/txt/starets_paisiy_svyatogorets/slova_tom_ii_duhovnoe_probugdenie.zip
1,starets_paisiy_svyatogorets_slova_tom_iii_duhovnaya_borba,sermons,Слова. Том III. Духовная борьба,Старец Паисий Святогорец,Православная литература (RoyalLib),https://royallib.com/get/txt/starets_paisiy_svyatogorets/slova_tom_iii_duhovnaya_borba.zip
1,starets_paisiy_svyatogorets_slova_tom_vi_o_molitve,sermons,Слова. Том VI. О молитве,Старец Паисий Святогорец,Православная литература (RoyalLib),https://royallib.com/get/txt/starets_paisiy_svyatogorets/slova_tom_vi_o_molitve.zip
1,surogskiy__mitropolit_voskresnie_propovedi,sermons,Воскресные проповеди,Сурожский Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/surogskiy__mitropolit/voskresnie_propovedi.zip
1,surogskiy_mitropolit_voskresnie_propovedi,sermons,Воскресные проповеди,Сурожский Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/surogskiy_mitropolit/voskresnie_propovedi.zip
1,surogskiy_mitropolit_tserkov,sermons,Церковь,Сурожский Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/surogskiy_mitropolit/tserkov.zip
1,taushev_arhimandrit_averkiy_kreshchenie_rusi_i_zaveti_svyatogo_knyazya_vladimira_russkomu_narodu,sermons,Крещение Руси и заветы святого князя Владимира русскому народу,Таушев Архимандрит Аверкий,Православная литература (RoyalLib),https://royallib.com/get/txt/taushev_arhimandrit_averkiy/kreshchenie_rusi_i_zaveti_svyatogo_knyazya_vladimira_russkomu_narodu.zip
1,tihon_shevkunov_arhimandrit_nesvyatie_svyatie_i_drugie_rasskazi,sermons,«Несвятые святые» и другие рассказы,Тихон (Шевкунов) Архимандрит,Православная литература (RoyalLib),https://royallib.com/get/txt/tihon_shevkunov_arhimandrit/nesvyatie_svyatie_i_drugie_rasskazi.zip
1,tihon_zadonskiy_ob_istinnom_hristianstve,sermons,Об истинном христианстве,Тихон Задонский,Православная литература (RoyalLib),https://royallib.com/get/txt/tihon_zadonskiy/ob_istinnom_hristianstve.zip
1,tihon_zadonskiy_sokrovishche_duhovnoe_ot_mira_sobiraemoe,sermons,"Сокровище духовное, от мира собираемое",Тихон Задонский,Православная литература (RoyalLib),https://royallib.com/get/txt/tihon_zadonskiy/sokrovishche_duhovnoe_ot_mira_sobiraemoe.zip
1,tihon_zadonskiy_tainstvo_radosti,sermons,Таинство радости,Тихон Задонский,Православная литература (RoyalLib),https://royallib.com/get/txt/tihon_zadonskiy/tainstvo_radosti.zip
1,tolmachev_protoierey_ioann_1nedelya_triodi_velikopostnoy,sermons,1.Неделя Триоди Великопостной.,Толмачев протоиерей Иоанн,Православная литература (RoyalLib),https://royallib.com/get/txt/tolmachev_protoierey_ioann/1nedelya_triodi_velikopostnoy.zip
1,torik_protoierey_aleksandr_votserkovlenie_dlya_nachinayushchih_tserkovnuyu_gizn,sermons,ВОЦЕРКОВЛЕНИЕ для начинающих церковную жизнь,Торик Протоиерей Александр,Православная литература (RoyalLib),https://royallib.com/get/txt/torik_protoierey_aleksandr/votserkovlenie_dlya_nachinayushchih_tserkovnuyu_gizn.zip
1,fedchenkov_mitropolit_molitva_gospodnya,sermons,Молитва господня,Федченков Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/fedchenkov_mitropolit/molitva_gospodnya.zip
1,feofan_arhimandrit_neblagennie_blagennie_svyatie_rasskazi_o_neobiknovennih_podvignikah,sermons,Неблаженные блаженные святые. Рассказы о необыкновенных подвижниках,Феофан Архимандрит,Православная литература (RoyalLib),https://royallib.com/get/txt/feofan_arhimandrit/neblagennie_blagennie_svyatie_rasskazi_o_neobiknovennih_podvignikah.zip
1,feofan_arhimandrit_nesvyatie_svyatie_genshchini,sermons,Несвятые святые женщины,Феофан Архимандрит,Православная литература (RoyalLib),https://royallib.com/get/txt/feofan_arhimandrit/nesvyatie_svyatie_genshchini.zip
1,feofan_zatvornik_vnutrennyaya_gizn_izbrannie_poucheniya,sermons,Внутренняя жизнь избранные поучения,Феофан Затворник,Православная литература (RoyalLib),https://royallib.com/get/txt/feofan_zatvornik/vnutrennyaya_gizn_izbrannie_poucheniya.zip
1,feofan_zatvornik_nastavleniya_v_duhovnoy_gizni,sermons,НАСТАВЛЕНИЯ В ДУХОВНОЙ ЖИЗНИ,Феофан Затворник,Православная литература (RoyalLib),https://royallib.com/get/txt/feofan_zatvornik/nastavleniya_v_duhovnoy_gizni.zip
1,feofan_zatvornik_o_molitve,sermons,О МОЛИТВЕ,Феофан Затворник,Православная литература (RoyalLib),https://royallib.com/get/txt/feofan_zatvornik/o_molitve.zip
1,feofan_zatvornik_put_ko_spaseniyu_kratkiy_ocherk_asketiki,sermons,Путь ко спасению. Краткий очерк аскетики,Феофан Затворник,Православная литература (RoyalLib),https://royallib.com/get/txt/feofan_zatvornik/put_ko_spaseniyu_kratkiy_ocherk_asketiki.zip
1,feofan_zatvornik_sbornik_svyatie_ottsi_o_molitve_i_trezvenii,sermons,"Сборник ""Святые Отцы о молитве и трезвении""",Феофан Затворник,Православная литература (RoyalLib),https://royallib.com/get/txt/feofan_zatvornik/sbornik_svyatie_ottsi_o_molitve_i_trezvenii.zip
1,feofan_zatvornik_chetire_slova_o_molitve,sermons,ЧЕТЫРЕ СЛОВА О МОЛИТВЕ,Феофан Затворник,Православная литература (RoyalLib),https://royallib.com/get/txt/feofan_zatvornik/chetire_slova_o_molitve.zip
1,feofan_zatvornik_chto_est_duhovnaya_gizn_i_kak_na_nee_nastroitsya,sermons,Что есть духовная жизнь и как на нее настроиться,Феофан Затворник,Православная литература (RoyalLib),https://royallib.com/get/txt/feofan_zatvornik/chto_est_duhovnaya_gizn_i_kak_na_nee_nastroitsya.zip
1,tsipin_professor_protoierey_vladislav_istoriya_russkoy_tserkvi_sinodalniy_period,sermons,ИСТОРИЯ РУССКОЙ ЦЕРКВИ (Синодальный период),ЦЫПИН Профессор протоиерей Владислав,Православная литература (RoyalLib),https://royallib.com/get/txt/tsipin_professor_protoierey_vladislav/istoriya_russkoy_tserkvi_sinodalniy_period.zip
1,shantaev_protoierey_asina_pamyat_rasskazi_iz_rossiyskoy_glubinki_duhovnaya_proza__2015,sermons,Асина память. Рассказы из российской глубинки (Духовная проза) - 2015,Шантаев Протоиерей,Православная литература (RoyalLib),https://royallib.com/get/txt/shantaev_protoierey/asina_pamyat_rasskazi_iz_rossiyskoy_glubinki_duhovnaya_proza__2015.zip
1,shmeman_protoierey_aleksandr_velikiy_post,sermons,ВЕЛИКИЙ ПОСТ,Шмеман Протоиерей Александр,Православная литература (RoyalLib),https://royallib.com/get/txt/shmeman_protoierey_aleksandr/velikiy_post.zip
1,shmeman_protoierey_aleksandr_evharistiya_tainstvo_tsarstva,sermons,ЕВХАРИСТИЯ. ТАИНСТВО ЦАРСТВА,Шмеман Протоиерей Александр,Православная литература (RoyalLib),https://royallib.com/get/txt/shmeman_protoierey_aleksandr/evharistiya_tainstvo_tsarstva.zip
1,yarushevich_mitropolit_nikolay_pokayaniya_dveri_otverzi_mne,sermons,«Покаяния двери отверзи мне...»,Ярушевич Митрополит Николай,Православная литература (RoyalLib),https://royallib.com/get/txt/yarushevich_mitropolit_nikolay/pokayaniya_dveri_otverzi_mne.zip
